Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
female,group D,some college,free/reduced,completed,81,97,97
female,group B,some high school,standard,none,62,57,61
male,group D,some college,standard,completed,87,92,93
female,group E,bachelor's degree,free/reduced,none,69,69,74
female,group D,associate's degree,free/reduced,completed,65,84,86
female,group B,bachelor's degree,standard,completed,71,83,86
male,group C,high school,standard,completed,69,65,67
male,group C,some high school,standard,none,69,57,62
female,group E,some college,standard,none,89,94,93
male,group D,some high school,standard,none,74,64,60
female,group C,bachelor's degree,free/reduced,none,68,77,78
male,group C,some high school,standard,none,75,65,62
female,group E,high school,free/reduced,none,58,64,66
male,group C,high school,standard,completed,75,65,65
male,group B,associate's degree,free/reduced,completed,76,86,80
female,group D,associate's degree,free/reduced,none,38,50,50
male,group C,associate's degree,free/reduced,none,50,53,43
male,group A,high school,standard,completed,93,86,84
male,group B,associate's degree,standard,none,64,51,57
female,group C,some high school,standard,none,60,65,67
male,group D,some high school,standard,none,63,59,57
female,group D,bachelor's degree,free/reduced,none,75,83,84
male,group C,some college,standard,none,71,63,65
female,group B,bachelor's degree,standard,none,77,92,91
male,group D,associate's degree,free/reduced,none,56,50,54
male,group B,some college,standard,none,43,35,31
female,group D,bachelor's degree,standard,none,82,88,89
female,group D,high school,standard,none,64,82,75
male,group D,associate's degree,free/reduced,none,66,66,61
male,group D,some high school,free/reduced,none,50,40,42
male,group B,master's degree,free/reduced,none,51,49,49
male,group C,some high school,free/reduced,none,49,56,45
female,group D,some college,free/reduced,none,81,79,82
male,group D,associate's degree,free/reduced,completed,72,63,67
female,group C,associate's degree,free/reduced,none,69,94,84
male,group E,some college,free/reduced,none,76,72,68
male,group C,some college,standard,none,94,88,82
female,group A,some high school,free/reduced,none,64,68,67
male,group B,some college,standard,completed,94,88,85
male,group C,bachelor's degree,standard,none,92,95,87
male,group C,master's degree,free/reduced,none,42,50,44
female,group C,some high school,standard,none,71,82,76
female,group B,some college,standard,completed,89,99,95
female,group E,associate's degree,standard,completed,76,86,87
male,group B,some college,free/reduced,none,59,58,60
female,group B,some high school,free/reduced,completed,68,81,80
male,group E,some high school,standard,none,95,88,77
female,group C,bachelor's degree,free/reduced,none,64,76,75
female,group C,bachelor's degree,free/reduced,completed,67,89,82
male,group C,associate's degree,standard,completed,62,52,50
male,group B,high school,free/reduced,none,42,45,43
female,group D,some high school,standard,completed,71,89,87
female,group B,some college,standard,none,61,72,71
male,group C,bachelor's degree,standard,none,57,59,52
male,group C,some high school,standard,completed,85,79,77
female,group D,bachelor's degree,standard,none,60,71,69
female,group B,some college,standard,none,53,54,62
male,group E,some college,free/reduced,none,79,75,70
female,group C,high school,standard,none,78,88,90
male,group E,some college,standard,completed,100,99,95
female,group C,associate's degree,standard,completed,69,73,80
male,group A,some college,standard,completed,79,85,80
female,group C,bachelor's degree,free/reduced,none,78,88,88
female,group E,bachelor's degree,standard,completed,100,97,100
male,group C,associate's degree,free/reduced,none,69,76,71
female,group B,some college,standard,none,50,57,58
female,group C,high school,standard,completed,84,93,99
female,group A,associate's degree,standard,none,67,70,71
female,group D,associate's degree,free/reduced,none,59,59,58
male,group C,associate's degree,standard,none,69,56,58
male,group B,bachelor's degree,free/reduced,none,61,68,61
male,group C,some college,standard,completed,61,60,58
male,group D,some college,standard,none,64,57,54
male,group B,some high school,free/reduced,none,42,54,44
male,group E,associate's degree,free/reduced,none,85,75,71
male,group E,some high school,standard,none,77,64,61
female,group E,associate's degree,free/reduced,completed,75,80,76
male,group E,master's degree,standard,none,88,85,85
female,group E,high school,standard,none,61,64,60
female,group D,high school,standard,none,60,60,60
female,group E,some college,free/reduced,none,70,72,67
male,group B,high school,standard,completed,64,61,66
male,group E,bachelor's degree,standard,none,97,87,83
female,group E,bachelor's degree,free/reduced,none,83,91,85
male,group C,master's degree,standard,completed,80,74,69
male,group E,associate's degree,free/reduced,completed,88,84,78
female,group E,associate's degree,standard,none,55,68,61
male,group E,some college,free/reduced,completed,58,42,48
female,group C,some college,standard,none,47,58,58
male,group C,associate's degree,standard,completed,76,75,76
male,group E,some high school,standard,none,67,51,46
female,group B,some high school,free/reduced,completed,68,80,84
male,group C,associate's degree,standard,completed,89,79,75
male,group B,some high school,standard,none,60,53,51
female,group C,bachelor's degree,standard,none,62,73,68
female,group D,master's degree,free/reduced,none,45,67,58
female,group C,some college,free/reduced,completed,62,69,75
male,group D,high school,standard,none,79,68,71
female,group C,some high school,free/reduced,none,59,72,71
male,group D,some college,standard,completed,90,85,89
female,group C,high school,free/reduced,completed,61,72,70
male,group A,associate's degree,standard,completed,96,92,92
male,group E,some high school,free/reduced,none,83,83,72
female,group D,high school,free/reduced,none,40,54,56
female,group B,some college,free/reduced,none,40,38,41
male,group D,high school,standard,none,80,60,62
male,group E,some college,standard,none,62,46,51
male,group C,some college,standard,none,52,42,38
male,group D,bachelor's degree,standard,none,97,100,97
female,group D,master's degree,free/reduced,completed,80,94,97
female,group A,associate's degree,standard,completed,57,54,60
female,group E,associate's degree,standard,completed,91,96,90
male,group B,some college,free/reduced,none,50,52,49
female,group C,some college,free/reduced,completed,69,76,78
male,group B,some college,standard,none,89,84,85
male,group D,high school,standard,completed,65,64,61
male,group C,high school,free/reduced,none,60,71,65
male,group A,some college,free/reduced,completed,48,60,56
male,group E,some high school,free/reduced,none,64,54,50
female,group C,high school,free/reduced,completed,48,52,55
female,group B,master's degree,free/reduced,none,81,90,85
male,group C,associate's degree,free/reduced,none,46,50,42
male,group C,master's degree,free/reduced,completed,88,97,93
male,group C,some college,standard,none,79,88,84
male,group D,master's degree,free/reduced,none,64,60,60
male,group A,some high school,standard,none,57,54,51
female,group B,bachelor's degree,standard,none,68,78,77
male,group C,master's degree,standard,none,69,69,65
female,group D,some college,standard,none,71,68,73
male,group C,some college,standard,completed,86,78,78
female,group A,some college,free/reduced,none,65,72,66
female,group A,associate's degree,standard,none,67,67,73
male,group A,some college,free/reduced,completed,85,78,81
female,group E,associate's degree,standard,none,93,95,93
female,group B,some college,standard,completed,74,88,97
male,group B,associate's degree,standard,none,66,56,47
female,group C,some high school,standard,none,67,75,66
male,group B,bachelor's degree,free/reduced,none,56,48,53
female,group D,bachelor's degree,free/reduced,none,50,63,64
male,group C,high school,standard,completed,49,40,44
female,group E,high school,standard,completed,90,100,97
male,group C,high school,standard,completed,84,81,76
male,group C,some high school,free/reduced,none,39,37,32
female,group D,associate's degree,standard,none,64,76,69
female,group C,high school,standard,completed,88,95,94
male,group C,master's degree,free/reduced,none,68,65,63
male,group A,some high school,free/reduced,none,44,39,31
male,group B,some high school,standard,completed,68,73,67
female,group B,high school,free/reduced,none,42,47,52
female,group C,high school,free/reduced,none,42,60,53
male,group B,some college,standard,completed,83,85,84
female,group D,associate's degree,free/reduced,none,23,35,35
female,group C,bachelor's degree,free/reduced,none,40,57,53
male,group C,bachelor's degree,standard,none,56,61,52
female,group D,associate's degree,free/reduced,none,60,73,72
male,group B,some college,standard,none,68,56,52
female,group C,some college,free/reduced,none,34,46,44
male,group E,associate's degree,standard,completed,92,80,81
